0,0.9003846,0.09961541
1,0.95243865,0.047561318
2,0.8712751,0.12872486
3,0.8543845,0.14561555
4,0.88275826,0.1172418
5,0.8331387,0.1668613
6,0.8967982,0.10320186
7,0.75776947,0.24223049
8,0.8948174,0.105182596
9,0.87016857,0.12983136
10,0.74482673,0.25517327
11,0.8987538,0.10124617
12,0.8950633,0.1049368
13,0.9236078,0.07639221
14,0.9700299,0.029970061
15,0.7939658,0.20603418
16,0.8958901,0.10410989
17,0.91997033,0.08002964
18,0.861837,0.13816291
19,0.40980712,0.5901929
20,0.18284194,0.81715804
21,0.883759,0.11624101
22,0.87322974,0.12677023
23,0.12649031,0.8735097
24,0.85884905,0.14115092
25,0.887277,0.11272296
26,0.92617494,0.073825076
27,0.88923347,0.110766485
28,0.9357144,0.06428554
29,0.14611395,0.853886
30,0.9172955,0.082704514
31,0.8793811,0.12061885
32,0.8002958,0.19970419
33,0.9397867,0.060213342
34,0.9463323,0.053667724
35,0.79441535,0.20558472
36,0.10929891,0.8907011
37,0.1030031,0.89699686
38,0.93800396,0.061996054
39,0.9153849,0.08461515
40,0.63492554,0.36507452
41,0.87165886,0.12834112
42,0.9089221,0.091077894
43,0.95239365,0.047606364
44,0.93814874,0.06185129
45,0.9034169,0.096583106
46,0.86743355,0.13256647
47,0.8664417,0.13355827
48,0.056533642,0.9434664
49,0.865906,0.13409406
50,0.90777403,0.09222601
51,0.90528053,0.094719544
52,0.8474181,0.15258189
53,0.91916203,0.08083802
54,0.92563695,0.07436301
55,0.7884101,0.21158986
56,0.91673315,0.08326688
57,0.89131635,0.10868362
58,0.78178096,0.2182191
59,0.90706265,0.092937395
60,0.4604185,0.5395815
61,0.8898132,0.11018682
62,0.91039616,0.08960382
63,0.89111245,0.10888762
64,0.91256285,0.08743719
65,0.36776617,0.6322338
66,0.8901413,0.10985865
67,0.8990496,0.10095042
68,0.47358894,0.526411
69,0.88869905,0.111300945
70,0.8340081,0.16599192
71,0.9366891,0.0633109
72,0.9232623,0.07673773
73,0.8653351,0.13466492
74,0.72795564,0.2720443
75,0.6142709,0.385729
76,0.9301601,0.06983984
77,0.91439736,0.08560261
78,0.2636054,0.7363946
79,0.89068997,0.10931008
80,0.88554263,0.11445738
81,0.9238622,0.07613778
82,0.93233454,0.06766552
83,0.8873101,0.11268991
84,0.8155607,0.18443924
85,0.8940492,0.105950765
86,0.87061834,0.12938169
87,0.93061876,0.0693812
88,0.71260756,0.2873924
89,0.8824089,0.11759103
90,0.528895,0.47110498
91,0.45872223,0.54127777
92,0.7970135,0.20298645
93,0.16142978,0.83857024
94,0.09894064,0.9010594
95,0.77665234,0.22334765
96,0.93769866,0.062301397
97,0.23894139,0.7610586
98,0.8929433,0.10705662
99,0.870661,0.12933902
100,0.11107935,0.8889206
101,0.86891645,0.13108352
102,0.8470982,0.15290184
103,0.93783575,0.06216428
104,0.80388427,0.19611576
105,0.8260133,0.17398666
106,0.93894565,0.06105434
107,0.776776,0.22322391
108,0.78296405,0.21703589
109,0.90525454,0.09474553
110,0.84484357,0.15515643
111,0.06378469,0.9362153
112,0.91179305,0.088206954
113,0.96663874,0.03336125
114,0.89029133,0.10970867
115,0.8499315,0.15006854
116,0.89449954,0.10550041
117,0.93783,0.06216999
118,0.9488285,0.051171523
119,0.6253516,0.37464833
120,0.65843254,0.3415675
121,0.76299095,0.23700908
122,0.16000125,0.8399987
123,0.18219791,0.8178021
124,0.93505716,0.06494289
125,0.074880704,0.9251193
126,0.92307425,0.076925755
127,0.8208751,0.17912486
128,0.8553471,0.14465295
129,0.89014643,0.109853595
130,0.8889441,0.11105587
131,0.90291035,0.09708967
132,0.96274126,0.037258733
133,0.61800355,0.38199642
134,0.19273396,0.807266
135,0.90388143,0.09611858
136,0.81843495,0.18156506
